"U_X","U_Y","EpsiXX","EpsiYY","EpsiXY","SigmaXX","SigmaYY","SigmaXY","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.051041,-2.9912e-07,7.8515e-05,-2.4101e-05,-1.0091e-10,12.337,-0.09485,-3.2617e-06,1,666,666,0,0
0.051119,-3.0042e-07,7.8519e-05,-2.4103e-05,-7.9009e-11,12.338,-0.094973,-2.5545e-06,1,667,667,0,0
0.051198,-3.0172e-07,7.8522e-05,-2.4104e-05,-5.7107e-11,12.338,-0.095096,-1.8473e-06,1,668,668,0,0
0.051276,-3.0301e-07,7.8525e-05,-2.4106e-05,-3.5204e-11,12.339,-0.095218,-1.1402e-06,1,669,669,0,0
0.051355,-3.0431e-07,7.8528e-05,-2.4108e-05,-1.3301e-11,12.339,-0.095341,-4.3298e-07,1,670,670,0,0
0.051433,-3.0496e-07,7.8532e-05,-2.411e-05,-4.0657e-11,12.34,-0.095456,-1.3173e-06,1,671,671,0,0
0.051512,-3.0562e-07,7.8536e-05,-2.4111e-05,-6.8012e-11,12.34,-0.095571,-2.2017e-06,1,672,672,0,0
0.05159,-3.0627e-07,7.8539e-05,-2.4113e-05,-9.5368e-11,12.341,-0.095686,-3.086e-06,1,673,673,0,0
0.051669,-3.0693e-07,7.8543e-05,-2.4115e-05,-1.2272e-10,12.341,-0.095801,-3.9704e-06,1,674,674,0,0
0.051747,-3.0758e-07,7.8547e-05,-2.4116e-05,-1.5008e-10,12.342,-0.095916,-4.8547e-06,1,675,675,0,0
0.051826,-3.0823e-07,7.855e-05,-2.4118e-05,-1.7744e-10,12.342,-0.096031,-5.7391e-06,1,676,676,0,0
0.051904,-3.0889e-07,7.8554e-05,-2.412e-05,-2.0479e-10,12.343,-0.096146,-6.6234e-06,1,677,677,0,0
0.051983,-3.0954e-07,7.8557e-05,-2.4122e-05,-2.3215e-10,12.343,-0.096261,-7.5078e-06,1,678,678,0,0
0.052062,-3.102e-07,7.8561e-05,-2.4123e-05,-2.595e-10,12.344,-0.096376,-8.3921e-06,1,679,679,0,0
0.05214,-3.1085e-07,7.8565e-05,-2.4125e-05,-2.8686e-10,12.344,-0.096491,-9.2765e-06,1,680,680,0,0
0.052219,-3.1187e-07,7.8569e-05,-2.4127e-05,-2.273e-10,12.345,-0.096591,-7.353e-06,1,681,681,0,0
0.052297,-3.1289e-07,7.8573e-05,-2.4129e-05,-1.6774e-10,12.346,-0.096691,-5.4296e-06,1,682,682,0,0
0.052376,-3.1391e-07,7.8577e-05,-2.413e-05,-1.0818e-10,12.346,-0.096791,-3.5061e-06,1,683,683,0,0
0.052454,-3.1493e-07,7.8581e-05,-2.4132e-05,-4.8614e-11,12.347,-0.096892,-1.5827e-06,1,684,684,0,0
0.052533,-3.1595e-07,7.8585e-05,-2.4134e-05,1.0946e-11,12.347,-0.096992,3.4075e-07,1,685,685,0,0
0.052612,-3.1697e-07,7.8589e-05,-2.4136e-05,7.0507e-11,12.348,-0.097092,2.2642e-06,1,686,686,0,0
0.05269,-3.1798e-07,7.8593e-05,-2.4137e-05,1.3007e-10,12.349,-0.097192,4.1876e-06,1,687,687,0,0
0.052769,-3.19e-07,7.8597e-05,-2.4139e-05,1.8963e-10,12.349,-0.097292,6.1111e-06,1,688,688,0,0
0.052847,-3.2002e-07,7.8601e-05,-2.4141e-05,2.4919e-10,12.35,-0.097393,8.0345e-06,1,689,689,0,0
0.052926,-3.2104e-07,7.8605e-05,-2.4143e-05,3.0875e-10,12.35,-0.097493,9.958e-06,1,690,690,0,0
0.053005,-3.2271e-07,7.8609e-05,-2.4144e-05,2.803e-10,12.351,-0.097568,9.038e-06,1,691,691,0,0
0.053083,-3.2439e-07,7.8613e-05,-2.4146e-05,2.5185e-10,12.352,-0.097643,8.118e-06,1,692,692,0,0
0.053162,-3.2606e-07,7.8618e-05,-2.4148e-05,2.234e-10,12.352,-0.097718,7.198e-06,1,693,693,0,0
0.05324,-3.2773e-07,7.8622e-05,-2.415e-05,1.9495e-10,12.353,-0.097794,6.2779e-06,1,694,694,0,0
0.053319,-3.2941e-07,7.8626e-05,-2.4151e-05,1.6649e-10,12.354,-0.097869,5.3579e-06,1,695,695,0,0
0.053398,-3.3108e-07,7.863e-05,-2.4153e-05,1.3804e-10,12.354,-0.097944,4.4379e-06,1,696,696,0,0
0.053476,-3.3275e-07,7.8635e-05,-2.4155e-05,1.0959e-10,12.355,-0.098019,3.5179e-06,1,697,697,0,0
0.053555,-3.3442e-07,7.8639e-05,-2.4156e-05,8.114e-11,12.356,-0.098095,2.5979e-06,1,698,698,0,0
0.053634,-3.361e-07,7.8643e-05,-2.4158e-05,5.2688e-11,12.356,-0.09817,1.6779e-06,1,699,699,0,0
0.053712,-3.3777e-07,7.8648e-05,-2.416e-05,2.4237e-11,12.357,-0.098245,7.5787e-07,1,700,700,0,0
0.053791,-3.3913e-07,7.8652e-05,-2.4162e-05,4.1038e-11,12.358,-0.09829,1.3e-06,1,701,701,0,0
0.05387,-3.4049e-07,7.8657e-05,-2.4163e-05,5.784e-11,12.358,-0.098335,1.8422e-06,1,702,702,0,0
0.053948,-3.4185e-07,7.8662e-05,-2.4165e-05,7.4641e-11,12.359,-0.098379,2.3844e-06,1,703,703,0,0
0.054027,-3.4322e-07,7.8666e-05,-2.4166e-05,9.1443e-11,12.36,-0.098424,2.9265e-06,1,704,704,0,0
0.054106,-3.4458e-07,7.8671e-05,-2.4168e-05,1.0824e-10,12.361,-0.098469,3.4687e-06,1,705,705,0,0
0.054184,-3.4594e-07,7.8675e-05,-2.417e-05,1.2505e-10,12.361,-0.098514,4.0108e-06,1,706,706,0,0
0.054263,-3.473e-07,7.868e-05,-2.4171e-05,1.4185e-10,12.362,-0.098559,4.553e-06,1,707,707,0,0
0.054342,-3.4866e-07,7.8684e-05,-2.4173e-05,1.5865e-10,12.363,-0.098603,5.0952e-06,1,708,708,0,0
0.05442,-3.5003e-07,7.8689e-05,-2.4174e-05,1.7545e-10,12.363,-0.098648,5.6373e-06,1,709,709,0,0
0.054499,-3.5139e-07,7.8694e-05,-2.4176e-05,1.9225e-10,12.364,-0.098693,6.1795e-06,1,710,710,0,0
0.054578,-3.5273e-07,7.8698e-05,-2.4177e-05,1.8986e-10,12.365,-0.098698,6.1014e-06,1,711,711,0,0
0.054656,-3.5407e-07,7.8703e-05,-2.4179e-05,1.8746e-10,12.366,-0.098704,6.0232e-06,1,712,712,0,0
0.054735,-3.5542e-07,7.8708e-05,-2.418e-05,1.8507e-10,12.366,-0.098709,5.9451e-06,1,713,713,0,0
0.054814,-3.5676e-07,7.8713e-05,-2.4182e-05,1.8267e-10,12.367,-0.098715,5.867e-06,1,714,714,0,0
0.054892,-3.5811e-07,7.8718e-05,-2.4183e-05,1.8028e-10,12.368,-0.09872,5.7889e-06,1,715,715,0,0
0.054971,-3.5945e-07,7.8722e-05,-2.4185e-05,1.7788e-10,12.369,-0.098726,5.7107e-06,1,716,716,0,0
0.05505,-3.6079e-07,7.8727e-05,-2.4186e-05,1.7549e-10,12.369,-0.098731,5.6326e-06,1,717,717,0,0
0.055129,-3.6214e-07,7.8732e-05,-2.4188e-05,1.7309e-10,12.37,-0.098737,5.5545e-06,1,718,718,0,0
0.055207,-3.6348e-07,7.8737e-05,-2.4189e-05,1.707e-10,12.371,-0.098742,5.4764e-06,1,719,719,0,0
0.055286,-3.6483e-07,7.8741e-05,-2.4191e-05,1.683e-10,12.372,-0.098748,5.3983e-06,1,720,720,0,0
0.055365,-3.6636e-07,7.8746e-05,-2.4192e-05,1.8992e-10,12.372,-0.098701,6.0957e-06,1,721,721,0,0
0.055444,-3.6789e-07,7.8751e-05,-2.4193e-05,2.1153e-10,12.373,-0.098655,6.7931e-06,1,722,722,0,0
0.055522,-3.6942e-07,7.8756e-05,-2.4194e-05,2.3314e-10,12.374,-0.098608,7.4905e-06,1,723,723,0,0
0.055601,-3.7095e-07,7.8761e-05,-2.4195e-05,2.5475e-10,12.375,-0.098562,8.1879e-06,1,724,724,0,0
0.05568,-3.7248e-07,7.8766e-05,-2.4196e-05,2.7636e-10,12.376,-0.098515,8.8853e-06,1,725,725,0,0
0.055759,-3.7401e-07,7.8771e-05,-2.4198e-05,2.9797e-10,12.376,-0.098468,9.5827e-06,1,726,726,0,0
0.055837,-3.7554e-07,7.8775e-05,-2.4199e-05,3.1958e-10,12.377,-0.098422,1.028e-05,1,727,727,0,0
0.055916,-3.7708e-07,7.878e-05,-2.42e-05,3.4119e-10,12.378,-0.098375,1.0978e-05,1,728,728,0,0
0.055995,-3.7861e-07,7.8785e-05,-2.4201e-05,3.628e-10,12.379,-0.098329,1.1675e-05,1,729,729,0,0
0.056074,-3.8014e-07,7.879e-05,-2.4202e-05,3.8442e-10,12.38,-0.098282,1.2372e-05,1,730,730,0,0
0.056153,-3.8131e-07,7.8795e-05,-2.4203e-05,3.3206e-10,12.38,-0.098171,1.068e-05,1,731,731,0,0
0.056231,-3.8248e-07,7.88e-05,-2.4204e-05,2.797e-10,12.381,-0.098061,8.9875e-06,1,732,732,0,0
0.05631,-3.8365e-07,7.8805e-05,-2.4205e-05,2.2734e-10,12.382,-0.09795,7.2951e-06,1,733,733,0,0
0.056389,-3.8482e-07,7.881e-05,-2.4206e-05,1.7498e-10,12.383,-0.097839,5.6027e-06,1,734,734,0,0
0.056468,-3.8599e-07,7.8815e-05,-2.4206e-05,1.2262e-10,12.384,-0.097729,3.9103e-06,1,735,735,0,0
0.056547,-3.8716e-07,7.882e-05,-2.4207e-05,7.0257e-11,12.385,-0.097618,2.2178e-06,1,736,736,0,0
0.056625,-3.8833e-07,7.8825e-05,-2.4208e-05,1.7897e-11,12.385,-0.097508,5.254e-07,1,737,737,0,0
0.056704,-3.895e-07,7.8831e-05,-2.4209e-05,-3.4463e-11,12.386,-0.097397,-1.167e-06,1,738,738,0,0
0.056783,-3.9067e-07,7.8836e-05,-2.421e-05,-8.6823e-11,12.387,-0.097286,-2.8595e-06,1,739,739,0,0
0.056862,-3.9184e-07,7.8841e-05,-2.4211e-05,-1.3918e-10,12.388,-0.097176,-4.5519e-06,1,740,740,0,0
0.056941,-3.9281e-07,7.8846e-05,-2.4211e-05,-1.2687e-10,12.389,-0.096992,-4.1548e-06,1,741,741,0,0
0.05702,-3.9378e-07,7.8851e-05,-2.4212e-05,-1.1455e-10,12.39,-0.096808,-3.7577e-06,1,742,742,0,0
0.057099,-3.9475e-07,7.8856e-05,-2.4212e-05,-1.0223e-10,12.391,-0.096624,-3.3607e-06,1,743,743,0,0
0.057177,-3.9572e-07,7.8861e-05,-2.4212e-05,-8.9912e-11,12.391,-0.09644,-2.9636e-06,1,744,744,0,0
0.057256,-3.9669e-07,7.8866e-05,-2.4213e-05,-7.7594e-11,12.392,-0.096255,-2.5665e-06,1,745,745,0,0
0.057335,-3.9766e-07,7.8871e-05,-2.4213e-05,-6.5276e-11,12.393,-0.096071,-2.1695e-06,1,746,746,0,0
0.057414,-3.9863e-07,7.8876e-05,-2.4214e-05,-5.2958e-11,12.394,-0.095887,-1.7724e-06,1,747,747,0,0
0.057493,-3.996e-07,7.8882e-05,-2.4214e-05,-4.064e-11,12.395,-0.095703,-1.3753e-06,1,748,748,0,0
0.057572,-4.0057e-07,7.8887e-05,-2.4215e-05,-2.8322e-11,12.396,-0.095519,-9.7825e-07,1,749,749,0,0
0.057651,-4.0154e-07,7.8892e-05,-2.4215e-05,-1.6005e-11,12.397,-0.095335,-5.8119e-07,1,750,750,0,0
0.05773,-4.0294e-07,7.8897e-05,-2.4215e-05,-2.3687e-11,12.398,-0.09506,-8.3047e-07,1,751,751,0,0
0.057808,-4.0434e-07,7.8902e-05,-2.4215e-05,-3.1368e-11,12.398,-0.094784,-1.0798e-06,1,752,752,0,0
0.057887,-4.0575e-07,7.8907e-05,-2.4215e-05,-3.905e-11,12.399,-0.094509,-1.329e-06,1,753,753,0,0
0.057966,-4.0715e-07,7.8912e-05,-2.4215e-05,-4.6732e-11,12.4,-0.094233,-1.5783e-06,1,754,754,0,0
0.058045,-4.0856e-07,7.8917e-05,-2.4215e-05,-5.4414e-11,12.401,-0.093957,-1.8276e-06,1,755,755,0,0
0.058124,-4.0996e-07,7.8923e-05,-2.4215e-05,-6.2096e-11,12.402,-0.093682,-2.0769e-06,1,756,756,0,0
0.058203,-4.1136e-07,7.8928e-05,-2.4215e-05,-6.9778e-11,12.403,-0.093406,-2.3262e-06,1,757,757,0,0
0.058282,-4.1277e-07,7.8933e-05,-2.4215e-05,-7.746e-11,12.404,-0.093131,-2.5755e-06,1,758,758,0,0
0.058361,-4.1417e-07,7.8938e-05,-2.4214e-05,-8.5142e-11,12.405,-0.092855,-2.8247e-06,1,759,759,0,0
0.05844,-4.1557e-07,7.8943e-05,-2.4214e-05,-9.2824e-11,12.406,-0.09258,-3.074e-06,1,760,760,0,0
0.058519,-4.1693e-07,7.8948e-05,-2.4214e-05,-8.7988e-11,12.407,-0.092203,-2.9191e-06,1,761,761,0,0
0.058598,-4.1829e-07,7.8953e-05,-2.4213e-05,-8.3151e-11,12.407,-0.091827,-2.7642e-06,1,762,762,0,0
0.058677,-4.1966e-07,7.8959e-05,-2.4212e-05,-7.8315e-11,12.408,-0.09145,-2.6092e-06,1,763,763,0,0
0.058756,-4.2102e-07,7.8964e-05,-2.4212e-05,-7.3479e-11,12.409,-0.091074,-2.4543e-06,1,764,764,0,0
0.058835,-4.2238e-07,7.8969e-05,-2.4211e-05,-6.8642e-11,12.41,-0.090697,-2.2994e-06,1,765,765,0,0
0.058914,-4.2374e-07,7.8974e-05,-2.421e-05,-6.3806e-11,12.411,-0.090321,-2.1445e-06,1,766,766,0,0
0.058992,-4.251e-07,7.8979e-05,-2.421e-05,-5.8969e-11,12.412,-0.089945,-1.9895e-06,1,767,767,0,0
0.059071,-4.2646e-07,7.8984e-05,-2.4209e-05,-5.4133e-11,12.413,-0.089568,-1.8346e-06,1,768,768,0,0
0.05915,-4.2782e-07,7.8989e-05,-2.4208e-05,-4.9297e-11,12.414,-0.089192,-1.6797e-06,1,769,769,0,0
0.059229,-4.2918e-07,7.8994e-05,-2.4208e-05,-4.446e-11,12.415,-0.088815,-1.5248e-06,1,770,770,0,0
0.059308,-4.3052e-07,7.8999e-05,-2.4206e-05,-4.3092e-11,12.416,-0.088309,-1.4819e-06,1,771,771,0,0
0.059387,-4.3186e-07,7.9004e-05,-2.4205e-05,-4.1724e-11,12.417,-0.087803,-1.4389e-06,1,772,772,0,0
0.059466,-4.332e-07,7.9009e-05,-2.4203e-05,-4.0356e-11,12.418,-0.087297,-1.396e-06,1,773,773,0,0
0.059545,-4.3454e-07,7.9014e-05,-2.4202e-05,-3.8988e-11,12.419,-0.08679,-1.3531e-06,1,774,774,0,0
0.059624,-4.3588e-07,7.9019e-05,-2.42e-05,-3.7621e-11,12.419,-0.086284,-1.3102e-06,1,775,775,0,0
0.059704,-4.3721e-07,7.9024e-05,-2.4199e-05,-3.6253e-11,12.42,-0.085778,-1.2673e-06,1,776,776,0,0
0.059783,-4.3855e-07,7.9029e-05,-2.4197e-05,-3.4885e-11,12.421,-0.085272,-1.2244e-06,1,777,777,0,0
0.059862,-4.3989e-07,7.9034e-05,-2.4196e-05,-3.3517e-11,12.422,-0.084766,-1.1815e-06,1,778,778,0,0
0.059941,-4.4123e-07,7.9038e-05,-2.4194e-05,-3.2149e-11,12.423,-0.084259,-1.1386e-06,1,779,779,0,0
0.06002,-4.4257e-07,7.9043e-05,-2.4193e-05,-3.0781e-11,12.424,-0.083753,-1.0957e-06,1,780,780,0,0
0.060099,-4.4382e-07,7.9048e-05,-2.4191e-05,-2.7159e-11,12.425,-0.083102,-9.799e-07,1,781,781,0,0
0.060178,-4.4506e-07,7.9053e-05,-2.4188e-05,-2.3537e-11,12.426,-0.082451,-8.641e-07,1,782,782,0,0
0.060257,-4.4631e-07,7.9057e-05,-2.4186e-05,-1.9915e-11,12.427,-0.0818,-7.4831e-07,1,783,783,0,0
0.060336,-4.4756e-07,7.9062e-05,-2.4183e-05,-1.6293e-11,12.428,-0.081149,-6.3252e-07,1,784,784,0,0
0.060415,-4.488e-07,7.9066e-05,-2.4181e-05,-1.2671e-11,12.429,-0.080498,-5.1672e-07,1,785,785,0,0
0.060494,-4.5005e-07,7.9071e-05,-2.4179e-05,-9.049e-12,12.43,-0.079847,-4.0093e-07,1,786,786,0,0
0.060573,-4.513e-07,7.9076e-05,-2.4176e-05,-5.427e-12,12.431,-0.079196,-2.8514e-07,1,787,787,0,0
0.060652,-4.5254e-07,7.908e-05,-2.4174e-05,-1.8051e-12,12.432,-0.078545,-1.6934e-07,1,788,788,0,0
0.060731,-4.5379e-07,7.9085e-05,-2.4171e-05,1.8169e-12,12.432,-0.077894,-5.3548e-08,1,789,789,0,0
0.06081,-4.5504e-07,7.9089e-05,-2.4169e-05,5.4389e-12,12.433,-0.077244,6.2246e-08,1,790,790,0,0
0.060889,-4.5616e-07,7.9094e-05,-2.4166e-05,8.2359e-12,12.434,-0.07644,1.5144e-07,1,791,791,0,0
0.060969,-4.5728e-07,7.9098e-05,-2.4162e-05,1.1033e-11,12.435,-0.075636,2.4064e-07,1,792,792,0,0
0.061048,-4.5841e-07,7.9103e-05,-2.4159e-05,1.383e-11,12.436,-0.074832,3.2983e-07,1,793,793,0,0
0.061127,-4.5953e-07,7.9107e-05,-2.4156e-05,1.6627e-11,12.437,-0.074028,4.1903e-07,1,794,794,0,0
0.061206,-4.6065e-07,7.9111e-05,-2.4152e-05,1.9424e-11,12.438,-0.073224,5.0822e-07,1,795,795,0,0
0.061285,-4.6178e-07,7.9116e-05,-2.4149e-05,2.2221e-11,12.439,-0.072421,5.9742e-07,1,796,796,0,0
0.061364,-4.629e-07,7.912e-05,-2.4146e-05,2.5018e-11,12.44,-0.071617,6.8661e-07,1,797,797,0,0
0.061443,-4.6403e-07,7.9125e-05,-2.4142e-05,2.7815e-11,12.441,-0.070813,7.7581e-07,1,798,798,0,0
0.061522,-4.6515e-07,7.9129e-05,-2.4139e-05,3.0612e-11,12.442,-0.070009,8.6501e-07,1,799,799,0,0
0.061601,-4.6627e-07,7.9133e-05,-2.4135e-05,3.3409e-11,12.443,-0.069206,9.542e-07,1,800,800,0,0
0.061681,-4.6762e-07,7.9137e-05,-2.4131e-05,4.2305e-11,12.444,-0.068224,1.2405e-06,1,801,801,0,0
0.06176,-4.6896e-07,7.9141e-05,-2.4127e-05,5.12e-11,12.445,-0.067242,1.5267e-06,1,802,802,0,0
0.061839,-4.703e-07,7.9145e-05,-2.4122e-05,6.0096e-11,12.446,-0.06626,1.813e-06,1,803,803,0,0
0.061918,-4.7165e-07,7.9149e-05,-2.4118e-05,6.8991e-11,12.447,-0.065279,2.0993e-06,1,804,804,0,0
0.061997,-4.7299e-07,7.9153e-05,-2.4113e-05,7.7887e-11,12.447,-0.064297,2.3855e-06,1,805,805,0,0
0.062076,-4.7433e-07,7.9157e-05,-2.4109e-05,8.6782e-11,12.448,-0.063315,2.6718e-06,1,806,806,0,0
0.062156,-4.7568e-07,7.9161e-05,-2.4104e-05,9.5678e-11,12.449,-0.062334,2.9581e-06,1,807,807,0,0
0.062235,-4.7702e-07,7.9165e-05,-2.41e-05,1.0457e-10,12.45,-0.061352,3.2443e-06,1,808,808,0,0
0.062314,-4.7836e-07,7.9169e-05,-2.4095e-05,1.1347e-10,12.451,-0.06037,3.5306e-06,1,809,809,0,0
0.062393,-4.797e-07,7.9173e-05,-2.4091e-05,1.2236e-10,12.452,-0.059388,3.8169e-06,1,810,810,0,0
0.062472,-4.8137e-07,7.9177e-05,-2.4085e-05,1.2626e-10,12.453,-0.058211,3.9419e-06,1,811,811,0,0
0.062551,-4.8304e-07,7.918e-05,-2.4079e-05,1.3016e-10,12.454,-0.057033,4.0669e-06,1,812,812,0,0
0.062631,-4.8471e-07,7.9183e-05,-2.4073e-05,1.3406e-10,12.455,-0.055856,4.1919e-06,1,813,813,0,0
0.06271,-4.8638e-07,7.9187e-05,-2.4067e-05,1.3796e-10,12.456,-0.054678,4.317e-06,1,814,814,0,0
0.062789,-4.8805e-07,7.919e-05,-2.4061e-05,1.4186e-10,12.457,-0.0535,4.442e-06,1,815,815,0,0
0.062868,-4.8972e-07,7.9193e-05,-2.4056e-05,1.4575e-10,12.457,-0.052323,4.567e-06,1,816,816,0,0
0.062947,-4.9139e-07,7.9197e-05,-2.405e-05,1.4965e-10,12.458,-0.051145,4.6921e-06,1,817,817,0,0
0.063027,-4.9306e-07,7.92e-05,-2.4044e-05,1.5355e-10,12.459,-0.049967,4.8171e-06,1,818,818,0,0
0.063106,-4.9473e-07,7.9203e-05,-2.4038e-05,1.5745e-10,12.46,-0.04879,4.9421e-06,1,819,819,0,0
0.063185,-4.964e-07,7.9207e-05,-2.4032e-05,1.6135e-10,12.461,-0.047612,5.0671e-06,1,820,820,0,0
0.063264,-4.9824e-07,7.9209e-05,-2.4025e-05,1.7419e-10,12.462,-0.046215,5.4814e-06,1,821,821,0,0
0.063343,-5.0008e-07,7.9212e-05,-2.4018e-05,1.8704e-10,12.463,-0.044819,5.8956e-06,1,822,822,0,0
0.063423,-5.0192e-07,7.9214e-05,-2.401e-05,1.9988e-10,12.463,-0.043422,6.3098e-06,1,823,823,0,0
0.063502,-5.0376e-07,7.9217e-05,-2.4003e-05,2.1273e-10,12.464,-0.042025,6.7241e-06,1,824,824,0,0
0.063581,-5.056e-07,7.9219e-05,-2.3996e-05,2.2558e-10,12.465,-0.040628,7.1383e-06,1,825,825,0,0
0.06366,-5.0744e-07,7.9222e-05,-2.3988e-05,2.3842e-10,12.466,-0.039231,7.5525e-06,1,826,826,0,0
0.063739,-5.0928e-07,7.9224e-05,-2.3981e-05,2.5127e-10,12.467,-0.037835,7.9668e-06,1,827,827,0,0
0.063819,-5.1112e-07,7.9227e-05,-2.3974e-05,2.6411e-10,12.468,-0.036438,8.381e-06,1,828,828,0,0
0.063898,-5.1296e-07,7.9229e-05,-2.3967e-05,2.7696e-10,12.468,-0.035041,8.7952e-06,1,829,829,0,0
0.063977,-5.148e-07,7.9232e-05,-2.3959e-05,2.8981e-10,12.469,-0.033644,9.2095e-06,1,830,830,0,0
0.064056,-5.1653e-07,7.9233e-05,-2.395e-05,2.7713e-10,12.47,-0.032011,8.7994e-06,1,831,831,0,0
