"U_X","U_Y","EpsiXX","EpsiYY","EpsiXY","SigmaXX","SigmaYY","SigmaXY","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.064136,-5.1826e-07,7.9235e-05,-2.3941e-05,2.6446e-10,12.471,-0.030378,8.3893e-06,1,832,832,0,0
0.064215,-5.1999e-07,7.9236e-05,-2.3932e-05,2.5179e-10,12.472,-0.028745,7.9792e-06,1,833,833,0,0
0.064294,-5.2172e-07,7.9238e-05,-2.3923e-05,2.3912e-10,12.472,-0.027112,7.5691e-06,1,834,834,0,0
0.064373,-5.2345e-07,7.924e-05,-2.3914e-05,2.2645e-10,12.473,-0.025479,7.159e-06,1,835,835,0,0
0.064453,-5.2519e-07,7.9241e-05,-2.3905e-05,2.1377e-10,12.474,-0.023846,6.7488e-06,1,836,836,0,0
0.064532,-5.2692e-07,7.9243e-05,-2.3897e-05,2.011e-10,12.475,-0.022213,6.3387e-06,1,837,837,0,0
0.064611,-5.2865e-07,7.9244e-05,-2.3888e-05,1.8843e-10,12.475,-0.02058,5.9286e-06,1,838,838,0,0
0.06469,-5.3038e-07,7.9246e-05,-2.3879e-05,1.7576e-10,12.476,-0.018947,5.5185e-06,1,839,839,0,0
0.064769,-5.3211e-07,7.9248e-05,-2.387e-05,1.6309e-10,12.477,-0.017314,5.1084e-06,1,840,840,0,0
0.064849,-5.3365e-07,7.9248e-05,-2.3859e-05,1.6302e-10,12.477,-0.015436,5.1057e-06,1,841,841,0,0
0.064928,-5.3518e-07,7.9248e-05,-2.3848e-05,1.6294e-10,12.478,-0.013558,5.103e-06,1,842,842,0,0
0.065007,-5.3671e-07,7.9249e-05,-2.3838e-05,1.6287e-10,12.479,-0.01168,5.1003e-06,1,843,843,0,0
0.065086,-5.3824e-07,7.9249e-05,-2.3827e-05,1.628e-10,12.479,-0.0098015,5.0976e-06,1,844,844,0,0
0.065166,-5.3978e-07,7.925e-05,-2.3816e-05,1.6273e-10,12.48,-0.0079235,5.0949e-06,1,845,845,0,0
0.065245,-5.4131e-07,7.925e-05,-2.3806e-05,1.6266e-10,12.481,-0.0060455,5.0922e-06,1,846,846,0,0
0.065324,-5.4284e-07,7.9251e-05,-2.3795e-05,1.6259e-10,12.481,-0.0041674,5.0895e-06,1,847,847,0,0
0.065404,-5.4438e-07,7.9251e-05,-2.3784e-05,1.6252e-10,12.482,-0.0022894,5.0868e-06,1,848,848,0,0
0.065483,-5.4591e-07,7.9252e-05,-2.3774e-05,1.6245e-10,12.483,-0.00041136,5.0841e-06,1,849,849,0,0
0.065562,-5.4744e-07,7.9252e-05,-2.3763e-05,1.6238e-10,12.483,0.0014667,5.0814e-06,1,850,850,0,0
0.065641,-5.4908e-07,7.9251e-05,-2.375e-05,1.6452e-10,12.484,0.0035973,5.1504e-06,1,851,851,0,0
0.065721,-5.5071e-07,7.925e-05,-2.3738e-05,1.6666e-10,12.484,0.005728,5.2194e-06,1,852,852,0,0
0.0658,-5.5234e-07,7.9249e-05,-2.3725e-05,1.688e-10,12.485,0.0078586,5.2883e-06,1,853,853,0,0
0.065879,-5.5398e-07,7.9248e-05,-2.3713e-05,1.7094e-10,12.485,0.0099892,5.3573e-06,1,854,854,0,0
0.065958,-5.5561e-07,7.9247e-05,-2.37e-05,1.7309e-10,12.486,0.01212,5.4263e-06,1,855,855,0,0
0.066038,-5.5724e-07,7.9246e-05,-2.3688e-05,1.7523e-10,12.487,0.014251,5.4952e-06,1,856,856,0,0
0.066117,-5.5888e-07,7.9245e-05,-2.3675e-05,1.7737e-10,12.487,0.016381,5.5642e-06,1,857,857,0,0
0.066196,-5.6051e-07,7.9244e-05,-2.3662e-05,1.7951e-10,12.488,0.018512,5.6332e-06,1,858,858,0,0
0.066275,-5.6214e-07,7.9243e-05,-2.365e-05,1.8165e-10,12.488,0.020642,5.7021e-06,1,859,859,0,0
0.066355,-5.6378e-07,7.9242e-05,-2.3637e-05,1.838e-10,12.489,0.022773,5.7711e-06,1,860,860,0,0
0.066434,-5.6562e-07,7.9239e-05,-2.3623e-05,1.8487e-10,12.489,0.025159,5.8058e-06,1,861,861,0,0
0.066513,-5.6747e-07,7.9236e-05,-2.3608e-05,1.8595e-10,12.489,0.027545,5.8405e-06,1,862,862,0,0
0.066592,-5.6931e-07,7.9233e-05,-2.3594e-05,1.8702e-10,12.49,0.029931,5.8751e-06,1,863,863,0,0
0.066672,-5.7116e-07,7.923e-05,-2.3579e-05,1.881e-10,12.49,0.032317,5.9098e-06,1,864,864,0,0
0.066751,-5.73e-07,7.9227e-05,-2.3565e-05,1.8917e-10,12.49,0.034703,5.9445e-06,1,865,865,0,0
0.06683,-5.7484e-07,7.9224e-05,-2.355e-05,1.9025e-10,12.491,0.037089,5.9792e-06,1,866,866,0,0
0.066909,-5.7669e-07,7.9221e-05,-2.3536e-05,1.9132e-10,12.491,0.039475,6.0138e-06,1,867,867,0,0
0.066988,-5.7853e-07,7.9219e-05,-2.3521e-05,1.924e-10,12.491,0.041862,6.0485e-06,1,868,868,0,0
0.067068,-5.8038e-07,7.9216e-05,-2.3507e-05,1.9347e-10,12.491,0.044248,6.0832e-06,1,869,869,0,0
0.067147,-5.8222e-07,7.9213e-05,-2.3492e-05,1.9455e-10,12.492,0.046634,6.1179e-06,1,870,870,0,0
0.067226,-5.8436e-07,7.9208e-05,-2.3475e-05,2.0599e-10,12.492,0.049281,6.4875e-06,1,871,871,0,0
0.067305,-5.865e-07,7.9202e-05,-2.3459e-05,2.1743e-10,12.492,0.051928,6.8572e-06,1,872,872,0,0
0.067384,-5.8864e-07,7.9197e-05,-2.3442e-05,2.2887e-10,12.492,0.054575,7.2269e-06,1,873,873,0,0
0.067464,-5.9079e-07,7.9192e-05,-2.3425e-05,2.4032e-10,12.492,0.057222,7.5966e-06,1,874,874,0,0
0.067543,-5.9293e-07,7.9187e-05,-2.3409e-05,2.5176e-10,12.492,0.059869,7.9663e-06,1,875,875,0,0
0.067622,-5.9507e-07,7.9182e-05,-2.3392e-05,2.632e-10,12.492,0.062517,8.336e-06,1,876,876,0,0
0.067701,-5.9721e-07,7.9176e-05,-2.3375e-05,2.7464e-10,12.492,0.065164,8.7057e-06,1,877,877,0,0
0.06778,-5.9935e-07,7.9171e-05,-2.3359e-05,2.8609e-10,12.492,0.067811,9.0754e-06,1,878,878,0,0
0.06786,-6.0149e-07,7.9166e-05,-2.3342e-05,2.9753e-10,12.492,0.070458,9.4451e-06,1,879,879,0,0
0.067939,-6.0363e-07,7.9161e-05,-2.3325e-05,3.0897e-10,12.492,0.073105,9.8148e-06,1,880,880,0,0
0.068018,-6.0513e-07,7.9153e-05,-2.3307e-05,2.6907e-10,12.492,0.076003,8.526e-06,1,881,881,0,0
0.068097,-6.0663e-07,7.9145e-05,-2.3288e-05,2.2917e-10,12.492,0.078901,7.2372e-06,1,882,882,0,0
0.068176,-6.0813e-07,7.9137e-05,-2.3269e-05,1.8926e-10,12.492,0.081799,5.9484e-06,1,883,883,0,0
0.068255,-6.0963e-07,7.9129e-05,-2.325e-05,1.4936e-10,12.492,0.084697,4.6596e-06,1,884,884,0,0
0.068334,-6.1113e-07,7.9121e-05,-2.3231e-05,1.0946e-10,12.491,0.087596,3.3708e-06,1,885,885,0,0
0.068414,-6.1264e-07,7.9113e-05,-2.3212e-05,6.9556e-11,12.491,0.090494,2.082e-06,1,886,886,0,0
0.068493,-6.1414e-07,7.9105e-05,-2.3194e-05,2.9653e-11,12.491,0.093392,7.9321e-07,1,887,887,0,0
0.068572,-6.1564e-07,7.9097e-05,-2.3175e-05,-1.025e-11,12.491,0.09629,-4.9559e-07,1,888,888,0,0
0.068651,-6.1714e-07,7.9089e-05,-2.3156e-05,-5.0153e-11,12.49,0.099188,-1.7844e-06,1,889,889,0,0
0.06873,-6.1864e-07,7.9081e-05,-2.3137e-05,-9.0055e-11,12.49,0.10209,-3.0732e-06,1,890,890,0,0
0.068809,-6.1969e-07,7.907e-05,-2.3116e-05,-7.3473e-11,12.489,0.10521,-2.537e-06,1,891,891,0,0
0.068888,-6.2074e-07,7.9059e-05,-2.3095e-05,-5.689e-11,12.489,0.10833,-2.0009e-06,1,892,892,0,0
0.068967,-6.2179e-07,7.9048e-05,-2.3074e-05,-4.0308e-11,12.488,0.11145,-1.4647e-06,1,893,893,0,0
0.069046,-6.2284e-07,7.9037e-05,-2.3053e-05,-2.3725e-11,12.488,0.11457,-9.286e-07,1,894,894,0,0
0.069125,-6.2388e-07,7.9026e-05,-2.3032e-05,-7.1428e-12,12.487,0.11769,-3.9245e-07,1,895,895,0,0
0.069204,-6.2493e-07,7.9015e-05,-2.3011e-05,9.4398e-12,12.486,0.12081,1.4371e-07,1,896,896,0,0
0.069283,-6.2598e-07,7.9003e-05,-2.299e-05,2.6022e-11,12.486,0.12394,6.7986e-07,1,897,897,0,0
0.069362,-6.2703e-07,7.8992e-05,-2.2969e-05,4.2605e-11,12.485,0.12706,1.216e-06,1,898,898,0,0
0.069441,-6.2808e-07,7.8981e-05,-2.2948e-05,5.9187e-11,12.485,0.13018,1.7522e-06,1,899,899,0,0
0.06952,-6.2913e-07,7.897e-05,-2.2928e-05,7.577e-11,12.484,0.1333,2.2883e-06,1,900,900,0,0
0.069599,-6.3064e-07,7.8953e-05,-2.2904e-05,7.3044e-11,12.482,0.13648,2.2009e-06,1,901,901,0,0
0.069678,-6.3215e-07,7.8935e-05,-2.2881e-05,7.0318e-11,12.481,0.13966,2.1135e-06,1,902,902,0,0
0.069757,-6.3366e-07,7.8918e-05,-2.2858e-05,6.7591e-11,12.48,0.14285,2.0261e-06,1,903,903,0,0
0.069836,-6.3517e-07,7.89e-05,-2.2835e-05,6.4865e-11,12.478,0.14603,1.9387e-06,1,904,904,0,0
0.069915,-6.3668e-07,7.8883e-05,-2.2812e-05,6.2139e-11,12.477,0.14921,1.8513e-06,1,905,905,0,0
0.069994,-6.3819e-07,7.8866e-05,-2.2789e-05,5.9413e-11,12.475,0.15239,1.7639e-06,1,906,906,0,0
0.070073,-6.3969e-07,7.8848e-05,-2.2766e-05,5.6687e-11,12.474,0.15558,1.6765e-06,1,907,907,0,0
0.070152,-6.412e-07,7.8831e-05,-2.2743e-05,5.3961e-11,12.472,0.15876,1.5891e-06,1,908,908,0,0
0.070231,-6.4271e-07,7.8813e-05,-2.272e-05,5.1234e-11,12.471,0.16194,1.5017e-06,1,909,909,0,0
0.070309,-6.4422e-07,7.8796e-05,-2.2697e-05,4.8508e-11,12.47,0.16512,1.4143e-06,1,910,910,0,0
0.070388,-6.4594e-07,7.8765e-05,-2.2672e-05,4.5484e-11,12.466,0.16796,1.3176e-06,1,911,911,0,0
0.070467,-6.4766e-07,7.8735e-05,-2.2646e-05,4.246e-11,12.463,0.1708,1.2208e-06,1,912,912,0,0
0.070546,-6.4938e-07,7.8704e-05,-2.2621e-05,3.9436e-11,12.46,0.17363,1.1241e-06,1,913,913,0,0
0.070624,-6.511e-07,7.8673e-05,-2.2596e-05,3.6412e-11,12.457,0.17647,1.0274e-06,1,914,914,0,0
0.070703,-6.5282e-07,7.8642e-05,-2.2571e-05,3.3388e-11,12.453,0.1793,9.3065e-07,1,915,915,0,0
0.070782,-6.5453e-07,7.8612e-05,-2.2546e-05,3.0363e-11,12.45,0.18214,8.3392e-07,1,916,916,0,0
0.07086,-6.5625e-07,7.8581e-05,-2.2521e-05,2.7339e-11,12.447,0.18497,7.3719e-07,1,917,917,0,0
0.070939,-6.5797e-07,7.855e-05,-2.2496e-05,2.4315e-11,12.444,0.18781,6.4046e-07,1,918,918,0,0
0.071018,-6.5969e-07,7.8519e-05,-2.2471e-05,2.1291e-11,12.44,0.19065,5.4373e-07,1,919,919,0,0
0.071096,-6.6141e-07,7.8489e-05,-2.2446e-05,1.8267e-11,12.437,0.19348,4.47e-07,1,920,920,0,0
0.071175,-6.6308e-07,7.8438e-05,-2.2419e-05,1.4644e-11,12.431,0.19558,3.3122e-07,1,921,921,0,0
0.071253,-6.6474e-07,7.8388e-05,-2.2392e-05,1.1021e-11,12.425,0.19769,2.1544e-07,1,922,922,0,0
0.071331,-6.6641e-07,7.8337e-05,-2.2365e-05,7.3982e-12,12.419,0.19979,9.9666e-08,1,923,923,0,0
0.07141,-6.6808e-07,7.8287e-05,-2.2338e-05,3.7752e-12,12.414,0.20189,-1.6111e-08,1,924,924,0,0
0.071488,-6.6975e-07,7.8236e-05,-2.2311e-05,1.523e-13,12.408,0.204,-1.3189e-07,1,925,925,0,0
0.071566,-6.7141e-07,7.8186e-05,-2.2285e-05,-3.4706e-12,12.402,0.2061,-2.4767e-07,1,926,926,0,0
0.071644,-6.7308e-07,7.8135e-05,-2.2258e-05,-7.0936e-12,12.396,0.2082,-3.6344e-07,1,927,927,0,0
0.071723,-6.7475e-07,7.8085e-05,-2.2231e-05,-1.0717e-11,12.39,0.2103,-4.7922e-07,1,928,928,0,0
0.071801,-6.7642e-07,7.8034e-05,-2.2204e-05,-1.4339e-11,12.384,0.21241,-5.95e-07,1,929,929,0,0
0.071879,-6.7808e-07,7.7984e-05,-2.2177e-05,-1.7962e-11,12.378,0.21451,-7.1077e-07,1,930,930,0,0
0.071957,-6.7974e-07,7.7911e-05,-2.2149e-05,-1.5692e-11,12.369,0.21568,-6.3604e-07,1,931,931,0,0
0.072035,-6.814e-07,7.7837e-05,-2.212e-05,-1.3423e-11,12.36,0.21685,-5.613e-07,1,932,932,0,0
0.072112,-6.8305e-07,7.7764e-05,-2.2092e-05,-1.1153e-11,12.351,0.21802,-4.8656e-07,1,933,933,0,0
0.07219,-6.8471e-07,7.7691e-05,-2.2063e-05,-8.8828e-12,12.342,0.21919,-4.1182e-07,1,934,934,0,0
0.072268,-6.8636e-07,7.7617e-05,-2.2035e-05,-6.6129e-12,12.333,0.22036,-3.3708e-07,1,935,935,0,0
0.072345,-6.8802e-07,7.7544e-05,-2.2006e-05,-4.3429e-12,12.324,0.22153,-2.6234e-07,1,936,936,0,0
0.072423,-6.8968e-07,7.7471e-05,-2.1978e-05,-2.073e-12,12.315,0.2227,-1.876e-07,1,937,937,0,0
0.072501,-6.9133e-07,7.7398e-05,-2.1949e-05,1.9687e-13,12.306,0.22388,-1.1286e-07,1,938,938,0,0
0.072578,-6.9299e-07,7.7324e-05,-2.1921e-05,2.4668e-12,12.297,0.22505,-3.8126e-08,1,939,939,0,0
0.072656,-6.9464e-07,7.7251e-05,-2.1892e-05,4.7367e-12,12.288,0.22622,3.6613e-08,1,940,940,0,0
0.072733,-6.9632e-07,7.7154e-05,-2.1863e-05,-7.5441e-12,12.276,0.22634,-3.587e-07,1,941,941,0,0
0.07281,-6.98e-07,7.7057e-05,-2.1833e-05,-1.9825e-11,12.264,0.22647,-7.5402e-07,1,942,942,0,0
0.072886,-6.9968e-07,7.6961e-05,-2.1803e-05,-3.2106e-11,12.252,0.22659,-1.1493e-06,1,943,943,0,0
0.072963,-7.0136e-07,7.6864e-05,-2.1774e-05,-4.4386e-11,12.239,0.22672,-1.5447e-06,1,944,944,0,0
0.07304,-7.0303e-07,7.6767e-05,-2.1744e-05,-5.6667e-11,12.227,0.22685,-1.94e-06,1,945,945,0,0
0.073117,-7.0471e-07,7.667e-05,-2.1714e-05,-6.8948e-11,12.215,0.22697,-2.3353e-06,1,946,946,0,0
0.073194,-7.0639e-07,7.6573e-05,-2.1684e-05,-8.1229e-11,12.203,0.2271,-2.7306e-06,1,947,947,0,0
0.073271,-7.0807e-07,7.6476e-05,-2.1655e-05,-9.3509e-11,12.19,0.22722,-3.1259e-06,1,948,948,0,0
0.073347,-7.0975e-07,7.638e-05,-2.1625e-05,-1.0579e-10,12.178,0.22735,-3.5212e-06,1,949,949,0,0
0.073424,-7.1143e-07,7.6283e-05,-2.1595e-05,-1.1807e-10,12.166,0.22748,-3.9166e-06,1,950,950,0,0
0.0735,-7.1312e-07,7.6163e-05,-2.1565e-05,-1.1507e-10,12.151,0.2265,-3.8181e-06,1,951,951,0,0
0.073576,-7.1481e-07,7.6043e-05,-2.1535e-05,-1.1206e-10,12.135,0.22553,-3.7196e-06,1,952,952,0,0
0.073652,-7.165e-07,7.5923e-05,-2.1504e-05,-1.0906e-10,12.12,0.22456,-3.6211e-06,1,953,953,0,0
0.073727,-7.182e-07,7.5804e-05,-2.1474e-05,-1.0606e-10,12.104,0.22358,-3.5227e-06,1,954,954,0,0
0.073803,-7.1989e-07,7.5684e-05,-2.1443e-05,-1.0305e-10,12.089,0.22261,-3.4242e-06,1,955,955,0,0
0.073879,-7.2158e-07,7.5564e-05,-2.1413e-05,-1.0005e-10,12.074,0.22164,-3.3257e-06,1,956,956,0,0
0.073954,-7.2328e-07,7.5444e-05,-2.1382e-05,-9.7047e-11,12.058,0.22066,-3.2272e-06,1,957,957,0,0
0.07403,-7.2497e-07,7.5324e-05,-2.1352e-05,-9.4043e-11,12.043,0.21969,-3.1288e-06,1,958,958,0,0
0.074106,-7.2666e-07,7.5204e-05,-2.1321e-05,-9.104e-11,12.028,0.21872,-3.0303e-06,1,959,959,0,0
0.074182,-7.2836e-07,7.5085e-05,-2.1291e-05,-8.8036e-11,12.012,0.21774,-2.9318e-06,1,960,960,0,0
0.074256,-7.3014e-07,7.4944e-05,-2.126e-05,-8.5769e-11,11.994,0.21568,-2.8572e-06,1,961,961,0,0
0.074331,-7.3193e-07,7.4803e-05,-2.123e-05,-8.3501e-11,11.976,0.21362,-2.7825e-06,1,962,962,0,0
0.074405,-7.3372e-07,7.4662e-05,-2.1199e-05,-8.1233e-11,11.957,0.21157,-2.7078e-06,1,963,963,0,0
0.074479,-7.3551e-07,7.4521e-05,-2.1168e-05,-7.8966e-11,11.939,0.20951,-2.6332e-06,1,964,964,0,0
0.074554,-7.373e-07,7.438e-05,-2.1137e-05,-7.6698e-11,11.921,0.20745,-2.5585e-06,1,965,965,0,0
0.074628,-7.3908e-07,7.4239e-05,-2.1107e-05,-7.443e-11,11.902,0.20539,-2.4839e-06,1,966,966,0,0
0.074703,-7.4087e-07,7.4098e-05,-2.1076e-05,-7.2163e-11,11.884,0.20333,-2.4092e-06,1,967,967,0,0
0.074777,-7.4266e-07,7.3957e-05,-2.1045e-05,-6.9895e-11,11.866,0.20127,-2.3345e-06,1,968,968,0,0
0.074852,-7.4445e-07,7.3816e-05,-2.1014e-05,-6.7628e-11,11.848,0.19921,-2.2599e-06,1,969,969,0,0
0.074926,-7.4624e-07,7.3675e-05,-2.0984e-05,-6.536e-11,11.829,0.19715,-2.1852e-06,1,970,970,0,0
0.074999,-7.4799e-07,7.3517e-05,-2.0953e-05,-6.4779e-11,11.809,0.19408,-2.1651e-06,1,971,971,0,0
0.075072,-7.4974e-07,7.3358e-05,-2.0923e-05,-6.4198e-11,11.788,0.19101,-2.1449e-06,1,972,972,0,0
0.075145,-7.515e-07,7.3199e-05,-2.0892e-05,-6.3617e-11,11.767,0.18793,-2.1248e-06,1,973,973,0,0
0.075218,-7.5325e-07,7.304e-05,-2.0862e-05,-6.3036e-11,11.746,0.18486,-2.1047e-06,1,974,974,0,0
0.075291,-7.5501e-07,7.2881e-05,-2.0831e-05,-6.2455e-11,11.725,0.18179,-2.0846e-06,1,975,975,0,0
0.075364,-7.5676e-07,7.2722e-05,-2.0801e-05,-6.1874e-11,11.705,0.17872,-2.0644e-06,1,976,976,0,0
0.075436,-7.5851e-07,7.2564e-05,-2.077e-05,-6.1293e-11,11.684,0.17565,-2.0443e-06,1,977,977,0,0
0.075509,-7.6027e-07,7.2405e-05,-2.074e-05,-6.0712e-11,11.663,0.17258,-2.0242e-06,1,978,978,0,0
0.075582,-7.6202e-07,7.2246e-05,-2.0709e-05,-6.0131e-11,11.642,0.16951,-2.004e-06,1,979,979,0,0
0.075655,-7.6378e-07,7.2087e-05,-2.0679e-05,-5.955e-11,11.622,0.16643,-1.9839e-06,1,980,980,0,0
0.075726,-7.6558e-07,7.1915e-05,-2.0649e-05,-4.8202e-11,11.599,0.16249,-1.616e-06,1,981,981,0,0
0.075798,-7.6739e-07,7.1743e-05,-2.062e-05,-3.6853e-11,11.576,0.15855,-1.2482e-06,1,982,982,0,0
0.075869,-7.692e-07,7.1571e-05,-2.059e-05,-2.5505e-11,11.554,0.15461,-8.8031e-07,1,983,983,0,0
0.07594,-7.7101e-07,7.1399e-05,-2.0561e-05,-1.4157e-11,11.531,0.15067,-5.1244e-07,1,984,984,0,0
0.076011,-7.7282e-07,7.1228e-05,-2.0531e-05,-2.8083e-12,11.509,0.14673,-1.4457e-07,1,985,985,0,0
0.076083,-7.7463e-07,7.1056e-05,-2.0501e-05,8.5401e-12,11.486,0.14279,2.233e-07,1,986,986,0,0
0.076154,-7.7644e-07,7.0884e-05,-2.0472e-05,1.9888e-11,11.464,0.13885,5.9117e-07,1,987,987,0,0
0.076225,-7.7824e-07,7.0712e-05,-2.0442e-05,3.1237e-11,11.441,0.13491,9.5903e-07,1,988,988,0,0
0.076296,-7.8005e-07,7.054e-05,-2.0413e-05,4.2585e-11,11.418,0.13097,1.3269e-06,1,989,989,0,0
0.076368,-7.8186e-07,7.0368e-05,-2.0383e-05,5.3934e-11,11.396,0.12703,1.6948e-06,1,990,990,0,0
0.076437,-7.8359e-07,7.028e-05,-2.0355e-05,3.9258e-11,11.385,0.12739,1.2216e-06,1,991,991,0,0
0.076507,-7.8531e-07,7.0191e-05,-2.0327e-05,2.4583e-11,11.375,0.12775,7.4843e-07,1,992,992,0,0
0.076576,-7.8704e-07,7.0103e-05,-2.0299e-05,9.9075e-12,11.364,0.1281,2.7525e-07,1,993,993,0,0
0.076646,-7.8876e-07,7.0014e-05,-2.0271e-05,-4.7679e-12,11.354,0.12846,-1.9792e-07,1,994,994,0,0
0.076715,-7.9049e-07,6.9926e-05,-2.0243e-05,-1.9443e-11,11.343,0.12882,-6.7109e-07,1,995,995,0,0
0.076785,-7.9221e-07,6.9837e-05,-2.0215e-05,-3.4119e-11,11.332,0.12917,-1.1443e-06,1,996,996,0,0
0.076854,-7.9393e-07,6.9749e-05,-2.0187e-05,-4.8794e-11,11.322,0.12953,-1.6174e-06,1,997,997,0,0
0.076924,-7.9566e-07,6.966e-05,-2.0159e-05,-6.347e-11,11.311,0.12989,-2.0906e-06,1,998,998,0,0
0.076993,-7.9738e-07,6.9572e-05,-2.0131e-05,-7.8145e-11,11.301,0.13025,-2.5638e-06,1,999,999,0,0
0.077063,-7.9911e-07,6.9483e-05,-2.0102e-05,-9.282e-11,11.29,0.1306,-3.037e-06,1,1000,1000,0,0
